set	origin_ATAC	origin_chIP	context	context_id	is_matched	tf_name	db_id_ATAC	db_id_chIP
train	manual	codebook	HEK293_none	260	TRUE	PURB	HEK293;HEK293	THC0549WNHN;THC0836WNHN
train	manual	codebook	HEK293_none	260	TRUE	RBCK1	HEK293;HEK293	THC0550WNHN;THC0837WNHN
train	manual	codebook	HEK293_none	260	TRUE	SKIL	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0551WNGN;THC0551WNHN;THC0551WNZN;THC0838WNGN;THC0838WNHN;THC0838WNZN
train	manual	codebook	HEK293_none	260	TRUE	SKI	HEK293;HEK293;HEK293	THC0552WNGN;THC0552WNHN;THC0839WNHN
train	manual	codebook	HEK293_none	260	TRUE	BRF2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0632WNGN;THC0632WNHN;THC0632WNZN;THC0728WNGN;THC0728WNHN;THC0728WNZN
train	manual	codebook	HEK293_none	260	TRUE	CENPA	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0633WNGN;THC0633WNHN;THC0633WNZN;THC0729WNGN;THC0729WNHN;THC0729WNZN
train	manual	codebook	HEK293_none	260	TRUE	CENPT	HEK293;HEK293	THC0634WNHN;THC0730WNHN
train	manual	codebook	HEK293_none	260	TRUE	CGGBP1	HEK293;HEK293;HEK293;HEK293	THC0635WNGN;THC0635WNHN;THC0635WNZN;THC0731WNHN
train	manual	codebook	HEK293_none	260	TRUE	CSRNP2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0636WNGN;THC0636WNHN;THC0636WNZN;THC0732WNGN;THC0732WNHN;THC0732WNZN
train	manual	codebook	HEK293_none	260	TRUE	DACH1	HEK293;HEK293;HEK293;HEK293	THC0637WNGN;THC0637WNHN;THC0637WNZN;THC0733WNHN
train	manual	codebook	HEK293_none	260	TRUE	DR1	HEK293;HEK293;HEK293;HEK293	THC0638WNGN;THC0638WNHN;THC0638WNZN;THC0734WNHN
train	manual	codebook	HEK293_none	260	TRUE	GLMP	HEK293;HEK293;HEK293	THC0639WNHN;THC0639WNZN;THC0735WNHN
train	manual	codebook	HEK293_none	260	TRUE	GPBP1L1	HEK293;HEK293	THC0640WNHN;THC0736WNHN
train	manual	codebook	HEK293_none	260	TRUE	NKRF	HEK293;HEK293	THC0641WNHN;THC0737WNHN
train	manual	codebook	HEK293_none	260	TRUE	PCGF2	HEK293;HEK293;HEK293	THC0642WNHN;THC0642WNZN;THC0738WNHN
train	manual	codebook	HEK293_none	260	TRUE	PHF19	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0643WNGN;THC0643WNHN;THC0643WNZN;THC0739WNGN;THC0739WNHN;THC0739WNZN
train	manual	codebook	HEK293_none	260	TRUE	PREB	HEK293;HEK293;HEK293;HEK293	THC0644WNGN;THC0644WNHN;THC0644WNZN;THC0740WNHN
train	manual	codebook	HEK293_none	260	TRUE	PURG	HEK293;HEK293;HEK293;HEK293	THC0645WNGN;THC0645WNHN;THC0645WNZN;THC0741WNHN
train	manual	codebook	HEK293_none	260	TRUE	SCMH1	HEK293;HEK293;HEK293;HEK293	THC0646WNHN;THC0742WNGN;THC0742WNHN;THC0742WNZN
train	manual	codebook	HEK293_none	260	TRUE	RAG1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0647WNGN;THC0647WNHN;THC0647WNZN;THC0743WNGN;THC0743WNHN;THC0743WNZN
train	manual	codebook	HEK293_none	260	TRUE	DOT1L	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0658WNGN;THC0658WNHN;THC0658WNZN;THC0754WNGN;THC0754WNHN;THC0754WNZN
train	manual	codebook	HEK293_none	260	TRUE	CBX2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0659WNGN;THC0659WNHN;THC0659WNZN;THC0755WNGN;THC0755WNHN;THC0755WNZN
train	manual	codebook	HEK293_none	260	TRUE	AHDC1	HEK293;HEK293;HEK293;HEK293;HEK293	THC0660WNGN;THC0660WNHN;THC0660WNZN;THC0756WNGN;THC0756WNHN
train	manual	codebook	HEK293_none	260	TRUE	USF3	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0661WNGN;THC0661WNHN;THC0661WNZN;THC0757WNGN;THC0757WNHN;THC0757WNZN
train	manual	codebook	HEK293_none	260	TRUE	FIZ1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0662WNGN;THC0662WNHN;THC0662WNZN;THC0758WNGN;THC0758WNHN;THC0758WNZN
train	manual	codebook	HEK293_none	260	TRUE	KAT7	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0663WNGN;THC0663WNHN;THC0663WNZN;THC0759WNGN;THC0759WNHN;THC0759WNZN
train	manual	codebook	HEK293_none	260	TRUE	MYT1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0664WNGN;THC0664WNHN;THC0664WNZN;THC0760WNGN;THC0760WNHN;THC0760WNZN
train	manual	codebook	HEK293_none	260	TRUE	TSHZ2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0665WNGN;THC0665WNHN;THC0665WNZN;THC0761WNGN;THC0761WNHN;THC0761WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZKSCAN4	HEK293;HEK293;HEK293;HEK293	THC0666WNGN;THC0666WNHN;THC0762WNGN;THC0762WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF292	HEK293;HEK293;HEK293;HEK293;HEK293	THC0667WNGN;THC0667WNHN;THC0763WNGN;THC0763WNHN;THC0763WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF407	HEK293;HEK293;HEK293;HEK293	THC0668WNGN;THC0668WNHN;THC0668WNZN;THC0764WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF518B	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0669WNGN;THC0669WNHN;THC0669WNZN;THC0765WNGN;THC0765WNHN;THC0765WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF532	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0670WNGN;THC0670WNHN;THC0670WNZN;THC0766WNGN;THC0766WNHN;THC0766WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF551	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0671WNGN;THC0671WNHN;THC0671WNZN;THC0767WNGN;THC0767WNHN;THC0767WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF569	HEK293;HEK293	THC0672WNHN;THC0768WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF575	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0673WNGN;THC0673WNHN;THC0673WNZN;THC0769WNGN;THC0769WNHN;THC0769WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF579	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0674WNGN;THC0674WNHN;THC0674WNZN;THC0770WNGN;THC0770WNHN;THC0770WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF592	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0675WNGN;THC0675WNHN;THC0675WNZN;THC0771WNGN;THC0771WNHN;THC0771WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF608	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0676WNGN;THC0676WNHN;THC0676WNZN;THC0772WNGN;THC0772WNHN;THC0772WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF623	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0677WNGN;THC0677WNHN;THC0677WNZN;THC0773WNGN;THC0773WNHN;THC0773WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF639	HEK293;HEK293;HEK293;HEK293	THC0678WNGN;THC0678WNHN;THC0678WNZN;THC0774WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF648	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0679WNGN;THC0679WNHN;THC0679WNZN;THC0775WNGN;THC0775WNHN;THC0775WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF66	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0680WNGN;THC0680WNHN;THC0680WNZN;THC0776WNGN;THC0776WNHN;THC0776WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF668	HEK293;HEK293;HEK293	THC0681WNHN;THC0777WNGN;THC0777WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF676	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0682WNGN;THC0682WNHN;THC0682WNZN;THC0778WNGN;THC0778WNHN;THC0778WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF683	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0683WNGN;THC0683WNHN;THC0683WNZN;THC0779WNGN;THC0779WNHN;THC0779WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF688	HEK293;HEK293;HEK293;HEK293	THC0684WNGN;THC0684WNHN;THC0684WNZN;THC0780WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF696	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0685WNGN;THC0685WNHN;THC0685WNZN;THC0781WNGN;THC0781WNHN;THC0781WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF70	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0686WNGN;THC0686WNHN;THC0686WNZN;THC0782WNGN;THC0782WNHN;THC0782WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF705E	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0687WNGN;THC0687WNHN;THC0687WNZN;THC0783WNGN;THC0783WNHN;THC0783WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF724	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0689WNGN;THC0689WNHN;THC0689WNZN;THC0785WNGN;THC0785WNHN;THC0785WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF728	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0690WNGN;THC0690WNHN;THC0690WNZN;THC0786WNGN;THC0786WNHN;THC0786WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF746	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0691WNGN;THC0691WNHN;THC0691WNZN;THC0787WNGN;THC0787WNHN;THC0787WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF772	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0692WNGN;THC0692WNHN;THC0692WNZN;THC0788WNGN;THC0788WNHN;THC0788WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF775	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0693WNGN;THC0693WNHN;THC0693WNZN;THC0789WNGN;THC0789WNHN;THC0789WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF781	HEK293;HEK293;HEK293;HEK293	THC0694WNGN;THC0694WNHN;THC0694WNZN;THC0790WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF717	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0695WNGN;THC0695WNHN;THC0695WNZN;THC0791WNGN;THC0791WNHN;THC0791WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF788P	HEK293;HEK293;HEK293;HEK293	THC0696WNGN;THC0696WNHN;THC0696WNZN;THC0792WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF804A	HEK293;HEK293	THC0697WNHN;THC0793WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF83	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0698WNGN;THC0698WNHN;THC0698WNZN;THC0794WNGN;THC0794WNHN;THC0794WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF836	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0699WNGN;THC0699WNHN;THC0699WNZN;THC0795WNGN;THC0795WNHN;THC0795WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF844	HEK293;HEK293;HEK293	THC0700WNHN;THC0796WNGN;THC0796WNHN
train	manual	codebook	HEK293_none	260	TRUE	ZNF850	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0701WNGN;THC0701WNHN;THC0701WNZN;THC0797WNGN;THC0797WNHN;THC0797WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF878	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0702WNGN;THC0702WNHN;THC0702WNZN;THC0798WNGN;THC0798WNHN;THC0798WNZN
train	manual	codebook	HEK293_none	260	TRUE	TET3	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0703WNGN;THC0703WNHN;THC0703WNZN;THC0799WNGN;THC0799WNHN;THC0799WNZN
train	manual	codebook	HEK293_none	260	TRUE	POU5F2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0704WNGN;THC0704WNHN;THC0704WNZN;THC0800WNGN;THC0800WNHN;THC0800WNZN
train	manual	codebook	HEK293_none	260	TRUE	HSFX2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0705WNGN;THC0705WNHN;THC0705WNZN;THC0801WNGN;THC0801WNHN;THC0801WNZN
train	manual	codebook	HEK293_none	260	TRUE	MBD3	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0706WNGN;THC0706WNHN;THC0706WNZN;THC0802WNGN;THC0802WNHN;THC0802WNZN
train	manual	codebook	HEK293_none	260	TRUE	MBD6	HEK293;HEK293;HEK293;HEK293;HEK293	THC0707WNGN;THC0707WNHN;THC0707WNZN;THC0803WNGN;THC0803WNHN
train	manual	codebook	HEK293_none	260	TRUE	SETDB2	HEK293;HEK293;HEK293	THC0708WNHN;THC0708WNZN;THC0804WNHN
train	manual	codebook	HEK293_none	260	TRUE	DMTF1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0709WNGN;THC0709WNHN;THC0709WNZN;THC0805WNGN;THC0805WNHN;THC0805WNZN
train	manual	codebook	HEK293_none	260	TRUE	MYPOP	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0710WNGN;THC0710WNHN;THC0710WNZN;THC0806WNGN;THC0806WNHN;THC0806WNZN
train	manual	codebook	HEK293_none	260	TRUE	TERF1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0711WNGN;THC0711WNHN;THC0711WNZN;THC0807WNGN;THC0807WNHN;THC0807WNZN
train	manual	codebook	HEK293_none	260	TRUE	SP100	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0713WNGN;THC0713WNHN;THC0713WNZN;THC0809WNGN;THC0809WNHN;THC0809WNZN
train	manual	codebook	HEK293_none	260	TRUE	SOX2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0714WNGN;THC0714WNHN;THC0714WNZN;THC0810WNGN;THC0810WNHN;THC0810WNZN
train	manual	codebook	HEK293_none	260	TRUE	JUNB	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0715WNGN;THC0715WNHN;THC0715WNZN;THC0811WNGN;THC0811WNHN;THC0811WNZN
train	manual	codebook	HEK293_none	260	TRUE	VDR	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0716WNGN;THC0716WNHN;THC0716WNZN;THC0812WNGN;THC0812WNHN;THC0812WNZN
train	manual	codebook	HEK293_none	260	TRUE	RORB	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0717WNGN;THC0717WNHN;THC0717WNZN;THC0813WNGN;THC0813WNHN;THC0813WNZN
train	manual	codebook	HEK293_none	260	TRUE	RARA	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0718WNGN;THC0718WNHN;THC0718WNZN;THC0814WNGN;THC0814WNHN;THC0814WNZN
train	manual	codebook	HEK293_none	260	TRUE	PAX7	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0719WNGN;THC0719WNHN;THC0719WNZN;THC0815WNGN;THC0815WNHN;THC0815WNZN
train	manual	codebook	HEK293_none	260	TRUE	MAX	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0720WNGN;THC0720WNHN;THC0720WNZN;THC0816WNGN;THC0816WNHN;THC0816WNZN
train	manual	codebook	HEK293_none	260	TRUE	MYF6	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0721WNGN;THC0721WNHN;THC0721WNZN;THC0817WNGN;THC0817WNHN;THC0817WNZN
train	manual	codebook	HEK293_none	260	TRUE	LEF1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0722WNGN;THC0722WNHN;THC0722WNZN;THC0818WNGN;THC0818WNHN;THC0818WNZN
train	manual	codebook	HEK293_none	260	TRUE	MGA	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0723WNGN;THC0723WNHN;THC0723WNZN;THC0819WNGN;THC0819WNHN;THC0819WNZN
train	manual	codebook	HEK293_none	260	TRUE	THAP4	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0724WNGN;THC0724WNHN;THC0724WNZN;THC0820WNGN;THC0820WNHN;THC0820WNZN
train	manual	codebook	HEK293_none	260	TRUE	THAP6	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0725WNGN;THC0725WNHN;THC0725WNZN;THC0821WNGN;THC0821WNHN;THC0821WNZN
train	manual	codebook	HEK293_none	260	TRUE	THAP8	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0726WNGN;THC0726WNHN;THC0726WNZN;THC0822WNGN;THC0822WNHN;THC0822WNZN
train	manual	codebook	HEK293_none	260	TRUE	MYRFL	HEK293;HEK293;HEK293	THC0808WNGN;THC0808WNHN;THC0808WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF888	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0850WNGN;THC0850WNHN;THC0850WNZN;THC0852WNGN;THC0852WNHN;THC0852WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZXDB	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0851WNGN;THC0851WNHN;THC0851WNZN;THC0853WNGN;THC0853WNHN;THC0853WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF92	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0854WNGN;THC0854WNHN;THC0854WNZN;THC0855WNGN;THC0855WNHN;THC0855WNZN
train	manual	codebook	HEK293_none	260	TRUE	MBD1	HEK293;HEK293;HEK293;HEK293	THC0856WNHN;THC0858WNGN;THC0858WNHN;THC0858WNZN
train	manual	codebook	HEK293_none	260	TRUE	MTERF4	HEK293;HEK293;HEK293;HEK293;HEK293	THC0857WNGN;THC0857WNHN;THC0857WNZN;THC0859WNHN;THC0859WNZN
train	manual	codebook	HEK293_none	260	TRUE	BAZ2A	HEK293;HEK293;HEK293;HEK293;HEK293	THC0860WNGN;THC0860WNHN;THC0860WNZN;THC0862WNHN;THC0862WNZN
train	manual	codebook	HEK293_none	260	TRUE	MTERF2	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0861WNGN;THC0861WNHN;THC0861WNZN;THC0863WNGN;THC0863WNHN;THC0863WNZN
train	manual	codebook	HEK293_none	260	TRUE	GABPA	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0864WNGN;THC0864WNHN;THC0864WNZN;THC0866WNGN;THC0866WNHN;THC0866WNZN
train	manual	codebook	HEK293_none	260	TRUE	FLI1	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0868WNGN;THC0868WNHN;THC0868WNZN;THC0870WNGN;THC0870WNHN;THC0870WNZN
train	manual	codebook	HEK293_none	260	TRUE	JUN	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0869WNGN;THC0869WNHN;THC0869WNZN;THC0871WNGN;THC0871WNHN;THC0871WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF536	HEK293;HEK293;HEK293;HEK293	THC0876WNGN;THC0876WNHN;THC0876WNZN;THC0897WNHN
train	manual	codebook	HEK293_none	260	TRUE	GPBP1	HEK293;HEK293;HEK293	THC0877WNHN;THC0896WNGN;THC0896WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF469	HEK293;HEK293;HEK293	THC0882WNHN;THC0882WNZN;THC0883WNHN
train	manual	codebook	HEK293_none	260	TRUE	FAM200B	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0886WNGN;THC0886WNHN;THC0886WNZN;THC0887WNGN;THC0887WNHN;THC0887WNZN
train	manual	codebook	HEK293_none	260	TRUE	ZNF286B	HEK293;HEK293;HEK293;HEK293;HEK293;HEK293	THC0898WNGN;THC0898WNHN;THC0898WNZN;THC0899WNGN;THC0899WNHN;THC0899WNZN
train	manual	NA	HUVEC_none	261	FALSE	NA	HUVEC	NA
train	manual	NA	Hepatocyte_none	262	FALSE	NA	Hepatocyte	NA
train	manual	NA	IMR90_none	263	FALSE	NA	IMR90	NA
train	manual	NA	InterneuronsLAMP5_none	264	FALSE	NA	InterneuronsLAMP5	NA
train	manual	NA	InterneuronsPVALB_none	265	FALSE	NA	InterneuronsPVALB	NA
train	manual	NA	InterneuronsSNCG_none	266	FALSE	NA	InterneuronsSNCG	NA
train	manual	NA	InterneuronsSST_none	267	FALSE	NA	InterneuronsSST	NA
train	manual	NA	InterneuronsVIP_none	268	FALSE	NA	InterneuronsVIP	NA
train	manual	NA	Keratinocyte_none	269	FALSE	NA	Keratinocyte	NA
train	manual	NA	Liver_none	270	FALSE	NA	Liver	NA
train	manual	NA	Lymphocyte_none	271	FALSE	NA	Lymphocyte	NA
train	manual	NA	Macrophage_none	272	FALSE	NA	Macrophage	NA
train	manual	NA	MammaryEpithelial_none	273	FALSE	NA	MammaryEpithelial	NA
train	manual	NA	Microglia_none	274	FALSE	NA	Microglia	NA
train	manual	NA	NaturalKillerCell_none	275	FALSE	NA	NaturalKillerCell	NA
train	manual	NA	NeuronsCBGranule_none	276	FALSE	NA	NeuronsCBGranule	NA
train	manual	NA	NeuronsMediumSpiny_none	277	FALSE	NA	NeuronsMediumSpiny	NA
train	manual	NA	OligoProgenitors_none	278	FALSE	NA	OligoProgenitors	NA
train	manual	NA	Oligodendrocyte_none	279	FALSE	NA	Oligodendrocyte	NA
train	manual	NA	PancreaticAcinar_none	280	FALSE	NA	PancreaticAcinar	NA
train	manual	NA	Pericyte_none	281	FALSE	NA	Pericyte	NA
train	manual	NA	SkeletalMyocyte_none	283	FALSE	NA	SkeletalMyocyte	NA
train	manual	NA	SmoothMuscle_none	284	FALSE	NA	SmoothMuscle	NA
train	manual	NA	TCells_none	285	FALSE	NA	TCells	NA
train	manual	NA	ThyroidFollicular_none	286	FALSE	NA	ThyroidFollicular	NA
train	brainTF	brainTF	neurons_none	287	TRUE	ASCL1	neurons;neurons;neurons	ASCL1neuronsDLPFC;ASCL1neuronsFP;ASCL1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	ASH1L	neurons;neurons;neurons	ASH1LneuronsDLPFC;ASH1LneuronsFP;ASH1LneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	ASH2L	neurons;neurons;neurons	ASH2LneuronsDLPFC;ASH2LneuronsFP;ASH2LneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	BCL11A	neurons;neurons;neurons	BCL11AneuronsDLPFC;BCL11AneuronsFP;BCL11AneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	BCL11B	neurons;neurons;neurons	BCL11BneuronsDLPFC;BCL11BneuronsFP;BCL11BneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	BHLHE40	neurons;neurons;neurons	BHLHE40neuronsDLPFC;BHLHE40neuronsFP;BHLHE40neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	BHLHE41	neurons;neurons;neurons	BHLHE41neuronsDLPFC;BHLHE41neuronsFP;BHLHE41neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	BMI1	neurons;neurons;neurons	BMI1neuronsDLPFC;BMI1neuronsFP;BMI1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	BRD4	neurons;neurons;neurons	BRD4neuronsDLPFC;BRD4neuronsFP;BRD4neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	CHD4	neurons;neurons;neurons	CHD4neuronsDLPFC;CHD4neuronsFP;CHD4neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	CLOCK	neurons;neurons;neurons	CLOCKneuronsDLPFC;CLOCKneuronsFP;CLOCKneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	CREB1	neurons;neurons;neurons	CREB1neuronsDLPFC;CREB1neuronsFP;CREB1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	CREM	neurons;neurons;neurons	CREMneuronsDLPFC;CREMneuronsFP;CREMneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	CTCF	neurons;neurons;neurons	CTCFneuronsDLPFC;CTCFneuronsFP;CTCFneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	DEAF1	neurons;neurons;neurons	DEAF1neuronsDLPFC;DEAF1neuronsFP;DEAF1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	E2F1	neurons;neurons;neurons	E2F1neuronsDLPFC;E2F1neuronsFP;E2F1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	EGR1	neurons;neurons;neurons	EGR1neuronsDLPFC;EGR1neuronsFP;EGR1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	EWSR1	neurons;neurons;neurons	EWSR1neuronsDLPFC;EWSR1neuronsFP;EWSR1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	GABPB1	neurons;neurons;neurons	GABPB1neuronsDLPFC;GABPB1neuronsFP;GABPB1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	GATA4	neurons	GATA4neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	GATAD2A	neurons	GATAD2AneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	GMEB1	neurons;neurons;neurons	GMEB1neuronsDLPFC;GMEB1neuronsFP;GMEB1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	HCFC1	neurons;neurons;neurons	HCFC1neuronsDLPFC;HCFC1neuronsFP;HCFC1neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	KAT2B	neurons;neurons;neurons	KAT2BneuronsDLPFC;KAT2BneuronsFP;KAT2BneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	KLF16	neurons;neurons;neurons	KLF16neuronsDLPFC;KLF16neuronsFP;KLF16neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	KLF5	neurons;neurons;neurons	KLF5neuronsDLPFC;KLF5neuronsFP;KLF5neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	MAZ	neurons;neurons;neurons	MAZneuronsDLPFC;MAZneuronsFP;MAZneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	MEF2A	neurons	MEF2AneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	MEF2C	neurons	MEF2CneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	MEIS2	neurons;neurons;neurons	MEIS2neuronsDLPFC;MEIS2neuronsFP;MEIS2neuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	MITF	neurons;neurons;neurons	MITFneuronsDLPFC;MITFneuronsFP;MITFneuronsOL
train	brainTF	brainTF	neurons_none	287	TRUE	MYT1L	neurons;neurons	MYT1LneuronsDLPFC;MYT1LneuronsFP
train	brainTF	brainTF	neurons_none	287	TRUE	NEUROD1	neurons;neurons;neurons	NEUROD1neuronsDLPFC;NEUROD1neuronsFP;NEUROD1neuronsOL
